| N             | Carrot        | Potatoes      | Peas          | Cauliflower    | Onion         | Tomato        | Ginger        | Garlic        | Ghee             | Salt          | Water         | 
| 426           | 2             | 1             | 1/2 cup       | 200 gm         | 3             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 427           | 2             | 1             | 1/2 cup       | 200 gm         | 3             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 428           | 2             | 1             | 1/2 cup       | 200 gm         | 3             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 429           | 2             | 1             | 1/2 cup       | 200 gm         | 3             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 430           | 2             | 1             | 1/2 cup       | 200 gm         | 3             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 431           | 2             | 1             | 1/2 cup       | 200 gm         | 3             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 432           | 2             | 1             | 1/2 cup       | 200 gm         | 3             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 433           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 434           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 435           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 436           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 437           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 438           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 439           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 440           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 441           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 442           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 443           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 444           | 2             | 2             | 1/2 cup       | 100 gm         | 1             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 445           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 446           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 447           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 448           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 449           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 450           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 451           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 452           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 453           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 454           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 455           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 456           | 2             | 2             | 1/2 cup       | 100 gm         | 2             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 457           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 458           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 1             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 459           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 1             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 460           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 1             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 461           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 2             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 462           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 2             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 463           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 2             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 464           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 2             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 465           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 3             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 466           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 3             | 1 inch        | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 467           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 3             | 2 inches      | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 468           | 2             | 2             | 1/2 cup       | 100 gm         | 3             | 3             | 2 inches      | 4 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
| 469           | 2             | 2             | 1/2 cup       | 150 gm         | 1             | 1             | 1 inch        | 3 cloves      | 2 tablespoons    | to taste      | 2 cups        | 
